signguCode,signguNm,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum,baseYmd,sigungu_code,name_ko
26710,기장군,5,금요일,3,외국인(c),5580.050000000001,20250627,3,기장군
26110,중구,6,토요일,3,외국인(c),8126.339999999999,20250628,15,중구
26140,서구,6,토요일,3,외국인(c),5451.630000000002,20250628,11,서구
26170,동구,6,토요일,3,외국인(c),5745.89,20250628,5,동구
26200,영도구,6,토요일,3,외국인(c),5979.79,20250628,14,영도구
26230,부산진구,6,토요일,3,외국인(c),8151.5700000000015,20250628,7,부산진구
26260,동래구,6,토요일,3,외국인(c),692.32,20250628,6,동래구
26290,남구,6,토요일,3,외국인(c),5075.6399999999985,20250628,4,남구
26320,북구,6,토요일,3,외국인(c),684.62,20250628,8,북구
26350,해운대구,6,토요일,3,외국인(c),13265.329999999996,20250628,16,해운대구
26380,사하구,6,토요일,3,외국인(c),4100.970000000001,20250628,10,사하구
26410,금정구,6,토요일,3,외국인(c),1027.3100000000002,20250628,2,금정구
26440,강서구,6,토요일,3,외국인(c),15456.789999999995,20250628,1,강서구
26470,연제구,6,토요일,3,외국인(c),1227.5100000000004,20250628,13,연제구
26500,수영구,6,토요일,3,외국인(c),5875.0,20250628,12,수영구
26530,사상구,6,토요일,3,외국인(c),1764.2099999999998,20250628,9,사상구
26710,기장군,6,토요일,3,외국인(c),5068.33,20250628,3,기장군
26110,중구,7,일요일,3,외국인(c),7689.3,20250629,15,중구
26140,서구,7,일요일,3,외국인(c),5184.629999999999,20250629,11,서구
26170,동구,7,일요일,3,외국인(c),5372.699999999999,20250629,5,동구
26200,영도구,7,일요일,3,외국인(c),5721.710000000001,20250629,14,영도구
26230,부산진구,7,일요일,3,외국인(c),7602.850000000002,20250629,7,부산진구
26260,동래구,7,일요일,3,외국인(c),783.6900000000002,20250629,6,동래구
26290,남구,7,일요일,3,외국인(c),4591.619999999999,20250629,4,남구
26320,북구,7,일요일,3,외국인(c),748.9900000000002,20250629,8,북구
26350,해운대구,7,일요일,3,외국인(c),12700.589999999997,20250629,16,해운대구
26380,사하구,7,일요일,3,외국인(c),4359.739999999999,20250629,10,사하구
26410,금정구,7,일요일,3,외국인(c),951.1500000000001,20250629,2,금정구
26440,강서구,7,일요일,3,외국인(c),15291.239999999998,20250629,1,강서구
26470,연제구,7,일요일,3,외국인(c),1231.9599999999998,20250629,13,연제구
26500,수영구,7,일요일,3,외국인(c),4065.080000000001,20250629,12,수영구
26530,사상구,7,일요일,3,외국인(c),1556.6599999999999,20250629,9,사상구
26710,기장군,7,일요일,3,외국인(c),4211.22,20250629,3,기장군
26110,중구,1,월요일,3,외국인(c),6691.769999999999,20250630,15,중구
26140,서구,1,월요일,3,외국인(c),4541.879999999999,20250630,11,서구
26170,동구,1,월요일,3,외국인(c),4906.340000000003,20250630,5,동구
26200,영도구,1,월요일,3,외국인(c),5234.25,20250630,14,영도구
26230,부산진구,1,월요일,3,외국인(c),6677.5599999999995,20250630,7,부산진구
26260,동래구,1,월요일,3,외국인(c),622.56,20250630,6,동래구
26290,남구,1,월요일,3,외국인(c),4257.9400000000005,20250630,4,남구
26320,북구,1,월요일,3,외국인(c),626.0399999999997,20250630,8,북구
26350,해운대구,1,월요일,3,외국인(c),12000.030000000002,20250630,16,해운대구
26380,사하구,1,월요일,3,외국인(c),3948.6800000000003,20250630,10,사하구
26410,금정구,1,월요일,3,외국인(c),1005.8799999999999,20250630,2,금정구
26440,강서구,1,월요일,3,외국인(c),14351.72,20250630,1,강서구
26470,연제구,1,월요일,3,외국인(c),1083.6199999999997,20250630,13,연제구
26500,수영구,1,월요일,3,외국인(c),3743.11,20250630,12,수영구
26530,사상구,1,월요일,3,외국인(c),1462.97,20250630,9,사상구
26710,기장군,1,월요일,3,외국인(c),4231.130000000002,20250630,3,기장군
