signguCode,signguNm,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum,baseYmd
48330,양산시,7,일요일,2,외지인(b),121670.5,20250608
48330,양산시,7,일요일,3,외국인(c),1305.39,20250608
48720,의령군,7,일요일,1,현지인(a),15718.5,20250608
48720,의령군,7,일요일,2,외지인(b),19736.5,20250608
48720,의령군,7,일요일,3,외국인(c),136.01999999999998,20250608
48730,함안군,7,일요일,1,현지인(a),32637.5,20250608
48730,함안군,7,일요일,2,외지인(b),38766.0,20250608
48730,함안군,7,일요일,3,외국인(c),435.9300000000001,20250608
48740,창녕군,7,일요일,1,현지인(a),29848.0,20250608
48740,창녕군,7,일요일,2,외지인(b),40040.0,20250608
48740,창녕군,7,일요일,3,외국인(c),574.19,20250608
48820,고성군,7,일요일,1,현지인(a),24601.5,20250608
48820,고성군,7,일요일,2,외지인(b),47726.0,20250608
48820,고성군,7,일요일,3,외국인(c),423.8099999999999,20250608
48840,남해군,7,일요일,1,현지인(a),24566.5,20250608
48840,남해군,7,일요일,2,외지인(b),41254.5,20250608
48840,남해군,7,일요일,3,외국인(c),1346.0699999999997,20250608
48850,하동군,7,일요일,1,현지인(a),17580.5,20250608
48850,하동군,7,일요일,2,외지인(b),34216.0,20250608
48850,하동군,7,일요일,3,외국인(c),345.76000000000005,20250608
48860,산청군,7,일요일,1,현지인(a),15949.5,20250608
48860,산청군,7,일요일,2,외지인(b),33593.0,20250608
48860,산청군,7,일요일,3,외국인(c),155.48999999999998,20250608
48870,함양군,7,일요일,1,현지인(a),23835.0,20250608
48870,함양군,7,일요일,2,외지인(b),41013.0,20250608
48870,함양군,7,일요일,3,외국인(c),237.17000000000002,20250608
48880,거창군,7,일요일,1,현지인(a),36704.5,20250608
48880,거창군,7,일요일,2,외지인(b),27776.0,20250608
48880,거창군,7,일요일,3,외국인(c),318.09000000000003,20250608
48890,합천군,7,일요일,1,현지인(a),21339.5,20250608
48890,합천군,7,일요일,2,외지인(b),31594.5,20250608
48890,합천군,7,일요일,3,외국인(c),192.63,20250608
50110,제주시,7,일요일,1,현지인(a),455889.0,20250608
50110,제주시,7,일요일,2,외지인(b),172623.5,20250608
50110,제주시,7,일요일,3,외국인(c),38798.289999999986,20250608
50130,서귀포시,7,일요일,1,현지인(a),143258.5,20250608
50130,서귀포시,7,일요일,2,외지인(b),130651.5,20250608
50130,서귀포시,7,일요일,3,외국인(c),27546.789999999994,20250608
51110,춘천시,7,일요일,1,현지인(a),226877.0,20250608
51110,춘천시,7,일요일,2,외지인(b),101510.5,20250608
51110,춘천시,7,일요일,3,외국인(c),2577.5899999999992,20250608
51130,원주시,7,일요일,1,현지인(a),248171.0,20250608
51130,원주시,7,일요일,2,외지인(b),121338.0,20250608
51130,원주시,7,일요일,3,외국인(c),943.68,20250608
51150,강릉시,7,일요일,1,현지인(a),183736.0,20250608
51150,강릉시,7,일요일,2,외지인(b),121968.0,20250608
51150,강릉시,7,일요일,3,외국인(c),1024.52,20250608
51170,동해시,7,일요일,1,현지인(a),66493.0,20250608
51170,동해시,7,일요일,2,외지인(b),53903.5,20250608
51170,동해시,7,일요일,3,외국인(c),300.37999999999994,20250608
51190,태백시,7,일요일,1,현지인(a),32707.5,20250608
51190,태백시,7,일요일,2,외지인(b),17188.5,20250608
51190,태백시,7,일요일,3,외국인(c),254.84000000000003,20250608
51210,속초시,7,일요일,1,현지인(a),70196.0,20250608
51210,속초시,7,일요일,2,외지인(b),99001.0,20250608
51210,속초시,7,일요일,3,외국인(c),811.47,20250608
51230,삼척시,7,일요일,1,현지인(a),44782.5,20250608
51230,삼척시,7,일요일,2,외지인(b),51222.5,20250608
51230,삼척시,7,일요일,3,외국인(c),448.94,20250608
51720,홍천군,7,일요일,1,현지인(a),39921.0,20250608
51720,홍천군,7,일요일,2,외지인(b),93404.5,20250608
51720,홍천군,7,일요일,3,외국인(c),1841.9700000000007,20250608
51730,횡성군,7,일요일,1,현지인(a),25280.5,20250608
51730,횡성군,7,일요일,2,외지인(b),46970.0,20250608
51730,횡성군,7,일요일,3,외국인(c),1244.7300000000002,20250608
51750,영월군,7,일요일,1,현지인(a),18725.0,20250608
51750,영월군,7,일요일,2,외지인(b),38045.0,20250608
51750,영월군,7,일요일,3,외국인(c),157.34,20250608
51760,평창군,7,일요일,1,현지인(a),31265.5,20250608
51760,평창군,7,일요일,2,외지인(b),71568.0,20250608
51760,평창군,7,일요일,3,외국인(c),907.86,20250608
51770,정선군,7,일요일,1,현지인(a),24342.5,20250608
51770,정선군,7,일요일,2,외지인(b),38766.0,20250608
51770,정선군,7,일요일,3,외국인(c),558.64,20250608
51780,철원군,7,일요일,1,현지인(a),27191.5,20250608
51780,철원군,7,일요일,2,외지인(b),24171.0,20250608
51780,철원군,7,일요일,3,외국인(c),352.60000000000014,20250608
51790,화천군,7,일요일,1,현지인(a),14290.5,20250608
51790,화천군,7,일요일,2,외지인(b),14213.5,20250608
51790,화천군,7,일요일,3,외국인(c),197.57,20250608
51800,양구군,7,일요일,1,현지인(a),16142.0,20250608
51800,양구군,7,일요일,2,외지인(b),8991.5,20250608
51800,양구군,7,일요일,3,외국인(c),528.61,20250608
51810,인제군,7,일요일,1,현지인(a),21465.5,20250608
51810,인제군,7,일요일,2,외지인(b),41912.5,20250608
51810,인제군,7,일요일,3,외국인(c),693.24,20250608
51820,고성군,7,일요일,1,현지인(a),22942.5,20250608
51820,고성군,7,일요일,2,외지인(b),55510.0,20250608
51820,고성군,7,일요일,3,외국인(c),295.44999999999993,20250608
51830,양양군,7,일요일,1,현지인(a),27524.0,20250608
51830,양양군,7,일요일,2,외지인(b),67784.5,20250608
51830,양양군,7,일요일,3,외국인(c),506.1500000000001,20250608
52110,전주시,7,일요일,1,현지인(a),375403.0,20250608
52110,전주시,7,일요일,2,외지인(b),210014.0,20250608
52110,전주시,7,일요일,3,외국인(c),1501.46,20250608
52111,전주시 완산구,7,일요일,1,현지인(a),198380.0,20250608
52111,전주시 완산구,7,일요일,2,외지인(b),121397.5,20250608
52111,전주시 완산구,7,일요일,3,외국인(c),995.2800000000002,20250608
52113,전주시 덕진구,7,일요일,1,현지인(a),184075.5,20250608
52113,전주시 덕진구,7,일요일,2,외지인(b),112738.5,20250608
52113,전주시 덕진구,7,일요일,3,외국인(c),834.5200000000001,20250608
52130,군산시,7,일요일,1,현지인(a),194110.0,20250608
52130,군산시,7,일요일,2,외지인(b),93082.5,20250608
52130,군산시,7,일요일,3,외국인(c),3249.5299999999997,20250608
52140,익산시,7,일요일,1,현지인(a),199706.5,20250608
52140,익산시,7,일요일,2,외지인(b),78638.0,20250608
52140,익산시,7,일요일,3,외국인(c),857.34,20250608
52180,정읍시,7,일요일,1,현지인(a),57491.0,20250608
52180,정읍시,7,일요일,2,외지인(b),35885.5,20250608
52180,정읍시,7,일요일,3,외국인(c),394.7700000000001,20250608
52190,남원시,7,일요일,1,현지인(a),49581.0,20250608
52190,남원시,7,일요일,2,외지인(b),39357.5,20250608
52190,남원시,7,일요일,3,외국인(c),366.46000000000004,20250608
52210,김제시,7,일요일,1,현지인(a),39819.5,20250608
52210,김제시,7,일요일,2,외지인(b),42119.0,20250608
52210,김제시,7,일요일,3,외국인(c),544.84,20250608
52710,완주군,7,일요일,1,현지인(a),43333.5,20250608
52710,완주군,7,일요일,2,외지인(b),86873.5,20250608
52710,완주군,7,일요일,3,외국인(c),675.9300000000001,20250608
52720,진안군,7,일요일,1,현지인(a),8456.0,20250608
52720,진안군,7,일요일,2,외지인(b),22120.0,20250608
52720,진안군,7,일요일,3,외국인(c),797.4999999999999,20250608
52730,무주군,7,일요일,1,현지인(a),13636.0,20250608
52730,무주군,7,일요일,2,외지인(b),40733.0,20250608
52730,무주군,7,일요일,3,외국인(c),359.3,20250608
52740,장수군,7,일요일,1,현지인(a),9947.0,20250608
52740,장수군,7,일요일,2,외지인(b),9597.0,20250608
52740,장수군,7,일요일,3,외국인(c),202.54000000000005,20250608
52750,임실군,7,일요일,1,현지인(a),10206.0,20250608
52750,임실군,7,일요일,2,외지인(b),40509.0,20250608
52750,임실군,7,일요일,3,외국인(c),120.65,20250608
52770,순창군,7,일요일,1,현지인(a),9992.5,20250608
52770,순창군,7,일요일,2,외지인(b),24328.5,20250608
52770,순창군,7,일요일,3,외국인(c),174.53000000000003,20250608
52790,고창군,7,일요일,1,현지인(a),31479.0,20250608
52790,고창군,7,일요일,2,외지인(b),39116.0,20250608
52790,고창군,7,일요일,3,외국인(c),774.6100000000001,20250608
52800,부안군,7,일요일,1,현지인(a),32196.5,20250608
52800,부안군,7,일요일,2,외지인(b),48933.5,20250608
52800,부안군,7,일요일,3,외국인(c),1136.5499999999997,20250608
11110,종로구,1,월요일,1,현지인(a),193371.5,20250609
11110,종로구,1,월요일,2,외지인(b),369306.0,20250609
11110,종로구,1,월요일,3,외국인(c),29346.000000000004,20250609
11140,중구,1,월요일,1,현지인(a),188461.0,20250609
11140,중구,1,월요일,2,외지인(b),378490.0,20250609
11140,중구,1,월요일,3,외국인(c),56054.56999999999,20250609
11170,용산구,1,월요일,1,현지인(a),178566.5,20250609
11170,용산구,1,월요일,2,외지인(b),264904.5,20250609
11170,용산구,1,월요일,3,외국인(c),24329.99999999999,20250609
11200,성동구,1,월요일,1,현지인(a),193326.0,20250609
11200,성동구,1,월요일,2,외지인(b),187988.5,20250609
11200,성동구,1,월요일,3,외국인(c),9216.270000000004,20250609
11215,광진구,1,월요일,1,현지인(a),227916.5,20250609
11215,광진구,1,월요일,2,외지인(b),174891.5,20250609
11215,광진구,1,월요일,3,외국인(c),3503.32,20250609
11230,동대문구,1,월요일,1,현지인(a),199052.0,20250609
11230,동대문구,1,월요일,2,외지인(b),146898.5,20250609
11230,동대문구,1,월요일,3,외국인(c),3514.8499999999995,20250609
11260,중랑구,1,월요일,1,현지인(a),189798.0,20250609
11260,중랑구,1,월요일,2,외지인(b),87468.5,20250609
11260,중랑구,1,월요일,3,외국인(c),923.3900000000001,20250609
11290,성북구,1,월요일,1,현지인(a),264358.5,20250609
11290,성북구,1,월요일,2,외지인(b),135957.5,20250609
11290,성북구,1,월요일,3,외국인(c),2546.720000000001,20250609
11305,강북구,1,월요일,1,현지인(a),147623.0,20250609
11305,강북구,1,월요일,2,외지인(b),79492.0,20250609
11305,강북구,1,월요일,3,외국인(c),991.3399999999998,20250609
11320,도봉구,1,월요일,1,현지인(a),144914.0,20250609
11320,도봉구,1,월요일,2,외지인(b),80430.0,20250609
11320,도봉구,1,월요일,3,외국인(c),640.8500000000001,20250609
11350,노원구,1,월요일,1,현지인(a),316683.5,20250609
11350,노원구,1,월요일,2,외지인(b),147266.0,20250609
11350,노원구,1,월요일,3,외국인(c),1127.53,20250609
11380,은평구,1,월요일,1,현지인(a),182392.0,20250609
11380,은평구,1,월요일,2,외지인(b),86005.5,20250609
11380,은평구,1,월요일,3,외국인(c),2047.6300000000003,20250609
11410,서대문구,1,월요일,1,현지인(a),186053.0,20250609
11410,서대문구,1,월요일,2,외지인(b),227171.0,20250609
11410,서대문구,1,월요일,3,외국인(c),8740.609999999997,20250609
11440,마포구,1,월요일,1,현지인(a),276678.5,20250609
11440,마포구,1,월요일,2,외지인(b),278740.0,20250609
11440,마포구,1,월요일,3,외국인(c),26465.009999999995,20250609
11470,양천구,1,월요일,1,현지인(a),186130.0,20250609
11470,양천구,1,월요일,2,외지인(b),102564.0,20250609
11470,양천구,1,월요일,3,외국인(c),1611.01,20250609
11500,강서구,1,월요일,1,현지인(a),310593.5,20250609
11500,강서구,1,월요일,2,외지인(b),227353.0,20250609
11500,강서구,1,월요일,3,외국인(c),13812.490000000003,20250609
11530,구로구,1,월요일,1,현지인(a),216713.0,20250609
11530,구로구,1,월요일,2,외지인(b),162785.0,20250609
11530,구로구,1,월요일,3,외국인(c),3165.32,20250609
11545,금천구,1,월요일,1,현지인(a),97951.0,20250609
11545,금천구,1,월요일,2,외지인(b),78722.0,20250609
11545,금천구,1,월요일,3,외국인(c),1798.7899999999997,20250609
11560,영등포구,1,월요일,1,현지인(a),322287.0,20250609
11560,영등포구,1,월요일,2,외지인(b),280556.5,20250609
11560,영등포구,1,월요일,3,외국인(c),10725.679999999993,20250609
11590,동작구,1,월요일,1,현지인(a),194474.0,20250609
11590,동작구,1,월요일,2,외지인(b),163933.0,20250609
11590,동작구,1,월요일,3,외국인(c),2711.72,20250609
11620,관악구,1,월요일,1,현지인(a),258338.5,20250609
11620,관악구,1,월요일,2,외지인(b),159372.5,20250609
11620,관악구,1,월요일,3,외국인(c),2543.1299999999997,20250609
11650,서초구,1,월요일,1,현지인(a),408915.5,20250609
11650,서초구,1,월요일,2,외지인(b),486538.5,20250609
11650,서초구,1,월요일,3,외국인(c),12570.899999999998,20250609
11680,강남구,1,월요일,1,현지인(a),629419.0,20250609
11680,강남구,1,월요일,2,외지인(b),587811.0,20250609
11680,강남구,1,월요일,3,외국인(c),25145.699999999993,20250609
11710,송파구,1,월요일,1,현지인(a),469486.5,20250609
11710,송파구,1,월요일,2,외지인(b),300513.5,20250609
11710,송파구,1,월요일,3,외국인(c),8043.740000000002,20250609
11740,강동구,1,월요일,1,현지인(a),298389.0,20250609
11740,강동구,1,월요일,2,외지인(b),135842.0,20250609
11740,강동구,1,월요일,3,외국인(c),1736.0100000000002,20250609
26110,중구,1,월요일,1,현지인(a),43361.5,20250609
26110,중구,1,월요일,2,외지인(b),93929.5,20250609
26110,중구,1,월요일,3,외국인(c),6339.409999999998,20250609
26140,서구,1,월요일,1,현지인(a),57995.0,20250609
26140,서구,1,월요일,2,외지인(b),57337.0,20250609
26140,서구,1,월요일,3,외국인(c),4732.089999999998,20250609
26170,동구,1,월요일,1,현지인(a),54579.0,20250609
26170,동구,1,월요일,2,외지인(b),94570.0,20250609
26170,동구,1,월요일,3,외국인(c),5514.739999999999,20250609
26200,영도구,1,월요일,1,현지인(a),67889.5,20250609
26200,영도구,1,월요일,2,외지인(b),40992.0,20250609
26200,영도구,1,월요일,3,외국인(c),5062.789999999999,20250609
26230,부산진구,1,월요일,1,현지인(a),224458.5,20250609
26230,부산진구,1,월요일,2,외지인(b),172413.5,20250609
26230,부산진구,1,월요일,3,외국인(c),6495.090000000001,20250609
26260,동래구,1,월요일,1,현지인(a),148421.0,20250609
26260,동래구,1,월요일,2,외지인(b),92620.5,20250609
26260,동래구,1,월요일,3,외국인(c),657.64,20250609
26290,남구,1,월요일,1,현지인(a),150006.5,20250609
26290,남구,1,월요일,2,외지인(b),76394.5,20250609
26290,남구,1,월요일,3,외국인(c),4086.769999999998,20250609
26320,북구,1,월요일,1,현지인(a),159075.0,20250609
26320,북구,1,월요일,2,외지인(b),59342.5,20250609
26320,북구,1,월요일,3,외국인(c),491.96000000000004,20250609
26350,해운대구,1,월요일,1,현지인(a),253816.5,20250609
26350,해운대구,1,월요일,2,외지인(b),146114.5,20250609
26350,해운대구,1,월요일,3,외국인(c),11444.359999999997,20250609
26380,사하구,1,월요일,1,현지인(a),159726.0,20250609
26380,사하구,1,월요일,2,외지인(b),58135.0,20250609
26380,사하구,1,월요일,3,외국인(c),4405.930000000001,20250609
26410,금정구,1,월요일,1,현지인(a),132377.0,20250609
26410,금정구,1,월요일,2,외지인(b),70003.5,20250609
26410,금정구,1,월요일,3,외국인(c),1007.9000000000001,20250609
26440,강서구,1,월요일,1,현지인(a),99557.5,20250609
26440,강서구,1,월요일,2,외지인(b),104142.5,20250609
26440,강서구,1,월요일,3,외국인(c),14076.259999999997,20250609
26470,연제구,1,월요일,1,현지인(a),78704.5,20250609
26470,연제구,1,월요일,2,외지인(b),74595.5,20250609
26470,연제구,1,월요일,3,외국인(c),886.4799999999999,20250609
26500,수영구,1,월요일,1,현지인(a),100712.5,20250609
26500,수영구,1,월요일,2,외지인(b),87682.0,20250609
26500,수영구,1,월요일,3,외국인(c),4119.650000000001,20250609
26530,사상구,1,월요일,1,현지인(a),97349.0,20250609
26530,사상구,1,월요일,2,외지인(b),70147.0,20250609
26530,사상구,1,월요일,3,외국인(c),1494.6300000000003,20250609
26710,기장군,1,월요일,1,현지인(a),105073.5,20250609
26710,기장군,1,월요일,2,외지인(b),81683.0,20250609
26710,기장군,1,월요일,3,외국인(c),4561.29,20250609
27110,중구,1,월요일,1,현지인(a),89348.0,20250609
27110,중구,1,월요일,2,외지인(b),153510.0,20250609
27110,중구,1,월요일,3,외국인(c),1018.4899999999999,20250609
27140,동구,1,월요일,1,현지인(a),199647.0,20250609
27140,동구,1,월요일,2,외지인(b),136538.5,20250609
27140,동구,1,월요일,3,외국인(c),2018.29,20250609
27170,서구,1,월요일,1,현지인(a),65359.0,20250609
27170,서구,1,월요일,2,외지인(b),52279.5,20250609
27170,서구,1,월요일,3,외국인(c),417.74000000000007,20250609
27200,남구,1,월요일,1,현지인(a),72891.0,20250609
27200,남구,1,월요일,2,외지인(b),67028.5,20250609
27200,남구,1,월요일,3,외국인(c),498.85,20250609
27230,북구,1,월요일,1,현지인(a),269839.5,20250609
27230,북구,1,월요일,2,외지인(b),116774.0,20250609
27230,북구,1,월요일,3,외국인(c),929.99,20250609
27260,수성구,1,월요일,1,현지인(a),252511.0,20250609
27260,수성구,1,월요일,2,외지인(b),114124.5,20250609
27260,수성구,1,월요일,3,외국인(c),826.8999999999999,20250609
27290,달서구,1,월요일,1,현지인(a),321349.0,20250609
27290,달서구,1,월요일,2,외지인(b),131064.5,20250609
27290,달서구,1,월요일,3,외국인(c),1156.05,20250609
27710,달성군,1,월요일,1,현지인(a),133350.0,20250609
27710,달성군,1,월요일,2,외지인(b),67798.5,20250609
27710,달성군,1,월요일,3,외국인(c),971.5400000000004,20250609
27720,군위군,1,월요일,1,현지인(a),12670.0,20250609
27720,군위군,1,월요일,2,외지인(b),16152.5,20250609
27720,군위군,1,월요일,3,외국인(c),207.71,20250609
28110,중구,1,월요일,1,현지인(a),140675.5,20250609
28110,중구,1,월요일,2,외지인(b),257155.5,20250609
28110,중구,1,월요일,3,외국인(c),58382.6,20250609
28140,동구,1,월요일,1,현지인(a),27111.0,20250609
28140,동구,1,월요일,2,외지인(b),24920.0,20250609
28140,동구,1,월요일,3,외국인(c),463.9199999999999,20250609
28177,미추홀구,1,월요일,1,현지인(a),218347.5,20250609
28177,미추홀구,1,월요일,2,외지인(b),109756.5,20250609
28177,미추홀구,1,월요일,3,외국인(c),1314.12,20250609
28185,연수구,1,월요일,1,현지인(a),261842.0,20250609
28185,연수구,1,월요일,2,외지인(b),111513.5,20250609
28185,연수구,1,월요일,3,외국인(c),4488.4400000000005,20250609
28200,남동구,1,월요일,1,현지인(a),244216.0,20250609
28200,남동구,1,월요일,2,외지인(b),134680.0,20250609
28200,남동구,1,월요일,3,외국인(c),2385.01,20250609
28237,부평구,1,월요일,1,현지인(a),242984.0,20250609
28237,부평구,1,월요일,2,외지인(b),112962.5,20250609
28237,부평구,1,월요일,3,외국인(c),2312.93,20250609
28245,계양구,1,월요일,1,현지인(a),132226.5,20250609
28245,계양구,1,월요일,2,외지인(b),73423.0,20250609
28245,계양구,1,월요일,3,외국인(c),1681.93,20250609
28260,서구,1,월요일,1,현지인(a),372578.5,20250609
28260,서구,1,월요일,2,외지인(b),144984.0,20250609
28260,서구,1,월요일,3,외국인(c),3403.4500000000016,20250609
28710,강화군,1,월요일,1,현지인(a),57176.0,20250609
28710,강화군,1,월요일,2,외지인(b),31279.5,20250609
28710,강화군,1,월요일,3,외국인(c),654.31,20250609
28720,옹진군,1,월요일,1,현지인(a),12120.5,20250609
28720,옹진군,1,월요일,2,외지인(b),15858.5,20250609
28720,옹진군,1,월요일,3,외국인(c),6197.23,20250609
29110,동구,1,월요일,1,현지인(a),82929.0,20250609
29110,동구,1,월요일,2,외지인(b),78470.0,20250609
29110,동구,1,월요일,3,외국인(c),353.2200000000001,20250609
29140,서구,1,월요일,1,현지인(a),192580.5,20250609
29140,서구,1,월요일,2,외지인(b),127256.5,20250609
29140,서구,1,월요일,3,외국인(c),1247.68,20250609
29155,남구,1,월요일,1,현지인(a),67634.0,20250609
29155,남구,1,월요일,2,외지인(b),48860.0,20250609
29155,남구,1,월요일,3,외국인(c),330.34999999999997,20250609
29170,북구,1,월요일,1,현지인(a),273297.5,20250609
29170,북구,1,월요일,2,외지인(b),118135.5,20250609
29170,북구,1,월요일,3,외국인(c),666.93,20250609
29200,광산구,1,월요일,1,현지인(a),254947.0,20250609
29200,광산구,1,월요일,2,외지인(b),116389.0,20250609
29200,광산구,1,월요일,3,외국인(c),1426.7799999999993,20250609
30110,동구,1,월요일,1,현지인(a),105203.0,20250609
30110,동구,1,월요일,2,외지인(b),92977.5,20250609
30110,동구,1,월요일,3,외국인(c),712.59,20250609
30140,중구,1,월요일,1,현지인(a),132877.5,20250609
30140,중구,1,월요일,2,외지인(b),106900.5,20250609
30140,중구,1,월요일,3,외국인(c),504.52000000000004,20250609
30170,서구,1,월요일,1,현지인(a),292313.0,20250609
30170,서구,1,월요일,2,외지인(b),146646.5,20250609
30170,서구,1,월요일,3,외국인(c),813.5200000000003,20250609
30200,유성구,1,월요일,1,현지인(a),280658.0,20250609
30200,유성구,1,월요일,2,외지인(b),143402.0,20250609
30200,유성구,1,월요일,3,외국인(c),1321.24,20250609
30230,대덕구,1,월요일,1,현지인(a),85970.5,20250609
30230,대덕구,1,월요일,2,외지인(b),66902.5,20250609
30230,대덕구,1,월요일,3,외국인(c),496.03000000000003,20250609
31110,중구,1,월요일,1,현지인(a),114709.0,20250609
31110,중구,1,월요일,2,외지인(b),55268.5,20250609
31110,중구,1,월요일,3,외국인(c),389.8599999999999,20250609
31140,남구,1,월요일,1,현지인(a),219625.0,20250609
31140,남구,1,월요일,2,외지인(b),118804.0,20250609
31140,남구,1,월요일,3,외국인(c),2875.43,20250609
31170,동구,1,월요일,1,현지인(a),99533.0,20250609
31170,동구,1,월요일,2,외지인(b),32567.5,20250609
31170,동구,1,월요일,3,외국인(c),3002.1300000000015,20250609
31200,북구,1,월요일,1,현지인(a),126847.0,20250609
31200,북구,1,월요일,2,외지인(b),57277.5,20250609
31200,북구,1,월요일,3,외국인(c),5022.499999999999,20250609
31710,울주군,1,월요일,1,현지인(a),144203.5,20250609
31710,울주군,1,월요일,2,외지인(b),84080.5,20250609
31710,울주군,1,월요일,3,외국인(c),2471.5299999999997,20250609
36110,세종특별자치시,1,월요일,1,현지인(a),245920.5,20250609
36110,세종특별자치시,1,월요일,2,외지인(b),73811.5,20250609
36110,세종특별자치시,1,월요일,3,외국인(c),1028.14,20250609
41110,수원시,1,월요일,1,현지인(a),640514.0,20250609
41110,수원시,1,월요일,2,외지인(b),450411.5,20250609
41110,수원시,1,월요일,3,외국인(c),5468.9,20250609
41111,수원시 장안구,1,월요일,1,현지인(a),158501.0,20250609
41111,수원시 장안구,1,월요일,2,외지인(b),101657.5,20250609
41111,수원시 장안구,1,월요일,3,외국인(c),1170.1999999999998,20250609
41113,수원시 권선구,1,월요일,1,현지인(a),162358.0,20250609
41113,수원시 권선구,1,월요일,2,외지인(b),109147.5,20250609
41113,수원시 권선구,1,월요일,3,외국인(c),1238.3000000000006,20250609
41115,수원시 팔달구,1,월요일,1,현지인(a),129048.5,20250609
41115,수원시 팔달구,1,월요일,2,외지인(b),161815.5,20250609
41115,수원시 팔달구,1,월요일,3,외국인(c),2744.2900000000004,20250609
41117,수원시 영통구,1,월요일,1,현지인(a),210458.5,20250609
41117,수원시 영통구,1,월요일,2,외지인(b),148697.5,20250609
41117,수원시 영통구,1,월요일,3,외국인(c),2083.2299999999996,20250609
41130,성남시,1,월요일,1,현지인(a),610561.0,20250609
41130,성남시,1,월요일,2,외지인(b),382795.0,20250609
41130,성남시,1,월요일,3,외국인(c),4610.48,20250609
41131,성남시 수정구,1,월요일,1,현지인(a),133710.5,20250609
41131,성남시 수정구,1,월요일,2,외지인(b),114688.0,20250609
41131,성남시 수정구,1,월요일,3,외국인(c),1333.7400000000002,20250609
41133,성남시 중원구,1,월요일,1,현지인(a),84094.5,20250609
41133,성남시 중원구,1,월요일,2,외지인(b),66503.5,20250609
41133,성남시 중원구,1,월요일,3,외국인(c),463.1700000000001,20250609
41135,성남시 분당구,1,월요일,1,현지인(a),403448.5,20250609
41135,성남시 분당구,1,월요일,2,외지인(b),227969.0,20250609
41135,성남시 분당구,1,월요일,3,외국인(c),3324.08,20250609
41150,의정부시,1,월요일,1,현지인(a),262930.5,20250609
41150,의정부시,1,월요일,2,외지인(b),93124.5,20250609
41150,의정부시,1,월요일,3,외국인(c),851.5299999999997,20250609
41170,안양시,1,월요일,1,현지인(a),315469.0,20250609
41170,안양시,1,월요일,2,외지인(b),171405.5,20250609
41170,안양시,1,월요일,3,외국인(c),1602.84,20250609
41171,안양시 만안구,1,월요일,1,현지인(a),127519.0,20250609
41171,안양시 만안구,1,월요일,2,외지인(b),76279.0,20250609
41171,안양시 만안구,1,월요일,3,외국인(c),784.7900000000002,20250609
41173,안양시 동안구,1,월요일,1,현지인(a),192090.5,20250609
41173,안양시 동안구,1,월요일,2,외지인(b),100691.5,20250609
41173,안양시 동안구,1,월요일,3,외국인(c),944.8800000000001,20250609
41190,부천시,1,월요일,1,현지인(a),431739.0,20250609
41190,부천시,1,월요일,2,외지인(b),259287.0,20250609
41190,부천시,1,월요일,3,외국인(c),2943.2700000000004,20250609
41192,부천시 원미구,1,월요일,1,현지인(a),271169.5,20250609
41192,부천시 원미구,1,월요일,2,외지인(b),157517.5,20250609
41192,부천시 원미구,1,월요일,3,외국인(c),1762.8,20250609
41194,부천시 소사구,1,월요일,1,현지인(a),102417.0,20250609
41194,부천시 소사구,1,월요일,2,외지인(b),70406.0,20250609
41194,부천시 소사구,1,월요일,3,외국인(c),934.0900000000003,20250609
41196,부천시 오정구,1,월요일,1,현지인(a),67508.0,20250609
41196,부천시 오정구,1,월요일,2,외지인(b),55587.0,20250609
41196,부천시 오정구,1,월요일,3,외국인(c),785.59,20250609
41210,광명시,1,월요일,1,현지인(a),147500.5,20250609
41210,광명시,1,월요일,2,외지인(b),103754.0,20250609
41210,광명시,1,월요일,3,외국인(c),1216.52,20250609
41220,평택시,1,월요일,1,현지인(a),352523.5,20250609
41220,평택시,1,월요일,2,외지인(b),128012.5,20250609
41220,평택시,1,월요일,3,외국인(c),10085.57,20250609
41250,동두천시,1,월요일,1,현지인(a),55727.0,20250609
41250,동두천시,1,월요일,2,외지인(b),21647.5,20250609
41250,동두천시,1,월요일,3,외국인(c),1662.1599999999996,20250609
41270,안산시,1,월요일,1,현지인(a),331751.0,20250609
41270,안산시,1,월요일,2,외지인(b),187264.0,20250609
41270,안산시,1,월요일,3,외국인(c),5104.989999999999,20250609
41271,안산시 상록구,1,월요일,1,현지인(a),131799.5,20250609
41271,안산시 상록구,1,월요일,2,외지인(b),67144.0,20250609
41271,안산시 상록구,1,월요일,3,외국인(c),1108.5400000000004,20250609
41273,안산시 단원구,1,월요일,1,현지인(a),207042.5,20250609
41273,안산시 단원구,1,월요일,2,외지인(b),129864.0,20250609
41273,안산시 단원구,1,월요일,3,외국인(c),4281.42,20250609
41280,고양시,1,월요일,1,현지인(a),592599.0,20250609
41280,고양시,1,월요일,2,외지인(b),341089.0,20250609
41280,고양시,1,월요일,3,외국인(c),8526.399999999998,20250609
41281,고양시 덕양구,1,월요일,1,현지인(a),262174.5,20250609
41281,고양시 덕양구,1,월요일,2,외지인(b),139415.5,20250609
41281,고양시 덕양구,1,월요일,3,외국인(c),4350.95,20250609
41285,고양시 일산동구,1,월요일,1,현지인(a),188079.5,20250609
41285,고양시 일산동구,1,월요일,2,외지인(b),137725.0,20250609
41285,고양시 일산동구,1,월요일,3,외국인(c),2595.66,20250609
41287,고양시 일산서구,1,월요일,1,현지인(a),155029.0,20250609
